Date and Time		Event
25-Nov-2021 13:44:54	App has been opened
25-Nov-2021 13:45:38	Play
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:39	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:40	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:41	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:42	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:43	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:44	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:45	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:46	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:47	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:48	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:49	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:50	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:51	Slider used
25-Nov-2021 13:45:52	Slider used
